Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_Encoded,Condition_Encoded,Garage_Binary,Predicted_Price
327,2182,2,2,1,1968,Suburban,Excellent,Yes,242589,2,0,1,523173.3874278211
328,619,1,1,3,1948,Suburban,Poor,Yes,929125,2,3,1,570884.4890380747
329,1330,2,4,1,1925,Downtown,Fair,No,406459,0,1,0,497521.2771450696
330,4175,1,2,3,1904,Urban,Good,Yes,538720,3,2,1,554627.5227091344
331,1869,3,2,3,1921,Downtown,Excellent,No,863819,0,0,0,566727.534882666
332,1240,4,4,3,1978,Urban,Fair,Yes,54090,3,1,1,547199.8909718319
333,616,1,4,2,1912,Rural,Fair,No,957278,1,1,0,517265.3551599187
334,3338,2,2,1,1927,Rural,Fair,Yes,468161,1,1,1,518115.24410983064
335,1650,4,4,3,1932,Rural,Fair,No,876671,1,1,0,543164.3548071759
336,2431,3,3,2,2006,Urban,Excellent,No,53743,3,0,0,534768.1778532746
337,1512,4,4,3,1922,Urban,Fair,No,80924,3,1,0,536932.3520446017
338,2164,1,4,2,1996,Urban,Poor,Yes,191268,3,3,1,519675.9120493649
339,1581,3,4,3,2006,Rural,Excellent,No,966592,1,0,0,553967.8421525479
340,1012,2,2,1,1917,Urban,Fair,Yes,928247,3,1,1,512724.1183469273
341,3349,3,3,1,2013,Suburban,Excellent,No,679600,2,0,0,514137.272178286
342,1059,3,1,3,2016,Downtown,Poor,No,381004,0,3,0,579941.282506979
343,4172,5,1,2,1929,Rural,Poor,Yes,790537,1,3,1,546843.7455566609
344,3843,3,3,3,1925,Downtown,Excellent,No,798378,0,0,0,556487.6480129831
345,4570,3,3,2,1915,Suburban,Fair,No,279602,2,1,0,523701.37074789323
346,1970,4,3,3,1976,Urban,Fair,Yes,392543,3,1,1,556625.8306586697
347,1080,2,2,2,1938,Downtown,Poor,No,885227,0,3,0,537438.7269127641
348,2794,4,1,1,1932,Suburban,Fair,No,887985,2,1,0,522648.7196045541
349,3647,4,3,3,1925,Suburban,Poor,No,558928,2,3,0,543808.8846985465
350,4749,1,2,1,1947,Downtown,Fair,No,153976,0,1,0,518415.62520335184
351,2179,4,1,1,1964,Rural,Poor,Yes,205183,1,3,1,527772.7180049544
352,4006,5,4,3,2012,Downtown,Good,No,687854,0,2,0,551404.4968858754
353,3244,5,2,3,1937,Rural,Fair,No,307443,1,1,0,563111.0170652504
354,3856,1,1,2,1901,Urban,Fair,No,694256,3,1,0,539417.6959331802
355,4545,2,2,2,2012,Rural,Fair,No,111600,1,1,0,547013.3260699242
356,1743,2,1,1,1905,Urban,Excellent,No,624310,3,0,0,519743.06433975615
357,3618,4,1,2,1945,Downtown,Fair,No,708559,0,1,0,552600.7972630379
358,2641,4,4,2,1949,Urban,Excellent,No,887329,3,0,0,518469.2624231946
359,3559,4,2,3,1937,Suburban,Excellent,No,874470,2,0,0,562853.7892350404
360,3459,2,3,2,2005,Urban,Poor,Yes,173323,3,3,1,530256.231048475
361,2765,3,4,1,1987,Rural,Excellent,Yes,236110,1,0,1,507937.77394968877
362,2979,5,4,2,1917,Rural,Excellent,Yes,694566,1,0,1,523883.5973370607
363,2135,3,1,1,1926,Rural,Good,Yes,947486,1,2,1,525953.4172774133
364,2257,3,3,3,1940,Urban,Fair,No,320041,3,1,0,548472.1589417425
365,4952,2,2,1,1971,Rural,Excellent,No,638829,1,0,0,521169.7081935898
366,2570,3,3,2,1991,Rural,Fair,Yes,156968,1,1,1,539464.7868567985
367,3349,1,3,3,1973,Suburban,Excellent,Yes,589180,2,0,1,560515.2584191316
368,3751,4,3,2,1916,Urban,Poor,Yes,975775,3,3,1,520386.48146127583
369,4230,1,3,3,2018,Suburban,Good,No,74815,2,2,0,556236.0924381203
370,2989,5,3,3,1961,Rural,Excellent,No,882044,1,0,0,558556.1007221002
371,2131,4,1,2,1928,Rural,Fair,Yes,476573,1,1,1,552534.7552962201
372,3316,3,1,2,1957,Rural,Poor,Yes,518304,1,3,1,550060.5691890748
373,1515,5,4,3,1969,Urban,Fair,Yes,852699,3,1,1,546213.3674593557
374,1848,4,1,3,1977,Downtown,Poor,Yes,854700,0,3,1,579235.1073016721
375,3587,3,4,2,1921,Rural,Good,Yes,688751,1,2,1,518682.9961437302
376,3339,1,4,1,2017,Rural,Poor,No,981767,1,3,0,499245.90037639835
377,835,4,2,2,1905,Rural,Fair,Yes,514151,1,1,1,540510.8947884253
378,1395,3,3,3,1925,Rural,Fair,No,931779,1,1,0,552273.0327562378
379,4046,1,1,2,1938,Urban,Excellent,Yes,240732,3,0,1,549943.9293624916
380,1351,5,2,1,1911,Downtown,Poor,Yes,246599,0,3,1,514902.6208451528
381,2187,5,1,2,1998,Downtown,Fair,No,244451,0,1,0,559252.208057621
382,2431,5,4,3,1913,Downtown,Excellent,Yes,406686,0,0,1,549869.0213767339
383,4246,5,1,2,1921,Rural,Good,No,746631,1,2,0,544633.9323699962
384,2927,2,3,3,1950,Rural,Fair,No,378756,1,1,0,554366.9854414553
385,2068,4,4,3,1922,Downtown,Excellent,Yes,188307,0,0,1,550889.364439471
386,4500,4,4,2,1947,Downtown,Fair,Yes,138757,0,1,1,526548.3133736935
387,3238,2,2,3,1970,Rural,Poor,No,459633,1,3,0,561279.5751308961
388,3998,3,3,3,2003,Rural,Excellent,No,934507,1,0,0,562632.8280075908
389,4413,3,4,1,1949,Suburban,Poor,Yes,346753,2,3,1,492717.57433317177
390,1566,5,3,1,1988,Suburban,Good,No,939217,2,2,0,507120.5376318106
391,4880,1,1,1,1912,Suburban,Poor,Yes,304200,2,3,1,517900.97329340986
392,2944,3,3,1,1984,Downtown,Excellent,No,597933,0,0,0,516185.86738850013
393,4607,1,4,3,2004,Urban,Fair,Yes,506089,3,1,1,548435.8034342405
394,3873,4,2,2,1909,Rural,Excellent,No,769918,1,0,0,538513.389828108
395,4469,1,4,3,2016,Suburban,Poor,No,374377,2,3,0,543411.2995867007
396,3046,4,3,3,1954,Urban,Poor,Yes,423587,3,3,1,548582.7546660686
397,1253,2,3,3,2022,Rural,Fair,No,204473,1,1,0,563118.7985379284
398,2582,2,4,2,1908,Urban,Good,No,844203,3,2,0,508457.2024137119
399,3274,5,3,1,1978,Downtown,Excellent,No,517667,0,0,0,515648.7814084291
400,3396,3,1,3,1951,Downtown,Fair,No,522650,0,1,0,576874.9597608455
401,4685,5,4,3,1901,Downtown,Fair,No,510665,0,1,0,541218.9688207643
402,1275,4,2,1,1924,Suburban,Fair,No,414745,2,1,0,512399.82612316107
403,2125,5,4,3,1912,Rural,Excellent,No,535820,1,0,0,543438.1572675742
404,3569,1,1,2,1997,Downtown,Excellent,Yes,445158,0,0,1,564509.9816008564
405,917,4,1,3,1950,Suburban,Excellent,No,725748,2,0,0,575264.8978093237
406,614,2,1,3,1957,Suburban,Good,No,961656,2,2,0,570752.2588661157
407,1116,3,1,1,1933,Suburban,Fair,Yes,657539,2,1,1,527129.9085585086
408,4474,4,1,3,1934,Suburban,Poor,No,631330,2,3,0,564368.0640962564
409,3767,4,2,3,2001,Downtown,Poor,No,890172,0,3,0,567412.2956174728
410,1325,1,3,2,1902,Suburban,Fair,Yes,246945,2,1,1,527075.4090445581
411,2016,3,1,1,2005,Downtown,Poor,No,621312,0,3,0,531042.979168612
412,3646,2,1,1,2019,Downtown,Good,No,728810,0,2,0,534436.4577599609
413,912,4,4,2,1958,Suburban,Good,Yes,631253,2,2,1,521431.178927165
414,1228,4,2,3,1969,Downtown,Excellent,Yes,322201,0,0,1,576368.6655960081
415,3848,1,2,1,2018,Rural,Excellent,No,798609,1,0,0,526754.2991112714
416,3308,5,3,1,1947,Rural,Excellent,No,845415,1,0,0,509565.13608081825
417,1175,2,2,3,1963,Urban,Excellent,Yes,442613,3,0,1,567709.5929480895
418,3965,3,4,3,2012,Rural,Excellent,No,594283,1,0,0,553727.3458755465
419,3004,4,4,1,1918,Downtown,Poor,Yes,164587,0,3,1,495059.5062142909
420,3467,4,3,3,1966,Downtown,Poor,Yes,283076,0,3,1,557510.6627703971
421,3286,2,4,1,1981,Rural,Excellent,Yes,796988,1,0,1,506929.1190459956
422,1622,5,1,3,2002,Suburban,Good,No,520897,2,2,0,575830.8320520397
423,4579,4,1,3,1972,Suburban,Poor,Yes,88886,2,3,1,572463.5987418209
424,2071,2,4,2,2015,Downtown,Good,Yes,401169,0,2,1,532298.3856222213
425,2643,1,3,3,1975,Suburban,Good,Yes,539788,2,2,1,555859.8526577728
426,2187,5,2,2,1904,Urban,Fair,No,145149,3,1,0,530996.1307369629
427,4632,3,3,3,1966,Urban,Fair,No,668308,3,1,0,550487.4750977625
428,4351,4,2,1,1910,Rural,Excellent,No,576961,1,0,0,514796.44524045894
429,3940,2,4,1,2020,Rural,Good,Yes,913945,1,2,1,505917.9016963312
430,4266,1,4,3,1993,Suburban,Poor,No,73466,2,3,0,540899.1084824553
431,2826,3,1,3,1967,Downtown,Fair,No,287626,0,1,0,578895.9011037045
432,3414,2,2,1,1968,Rural,Fair,Yes,928977,1,1,1,522703.3612279548
433,4452,2,3,3,1900,Urban,Good,Yes,559966,3,2,1,544271.5953840476
434,1095,3,4,2,1990,Rural,Fair,No,624694,1,1,0,526130.8917168475
435,1228,1,3,2,1991,Rural,Fair,No,446904,1,1,0,535858.6759314457
436,1865,1,1,2,1962,Urban,Poor,Yes,643572,3,3,1,545756.9912824312
437,4992,5,2,2,1928,Downtown,Good,No,810006,0,2,0,537783.2655733409
438,1198,4,2,2,1981,Rural,Fair,Yes,951011,1,1,1,548930.332882047
439,895,3,4,3,1911,Rural,Good,Yes,587953,1,2,1,542237.2507439783
440,4671,3,2,3,1976,Rural,Fair,No,594929,1,1,0,566689.2484446941
441,4860,3,4,2,1940,Suburban,Poor,No,475716,2,3,0,511321.67223504605
442,3002,1,1,3,1901,Rural,Good,No,610085,1,2,0,565974.6379994882
443,2319,4,2,3,1936,Urban,Fair,No,790126,3,1,0,558062.3061075798
444,1217,5,4,2,1944,Downtown,Poor,Yes,358094,0,3,1,522452.91570184764
445,3282,2,3,3,1979,Downtown,Fair,No,992550,0,1,0,560075.8976228515
446,4077,2,4,3,1947,Urban,Good,No,965986,3,2,0,535920.6045427491
447,643,3,2,3,1923,Suburban,Fair,No,676627,2,1,0,559689.0938351654
448,3640,4,1,2,1998,Urban,Good,Yes,687719,3,2,1,552103.2202914269
449,4991,1,2,3,1921,Downtown,Good,No,282275,0,2,0,560110.2999053942
450,3438,4,2,1,1999,Urban,Fair,No,452854,3,1,0,517435.45242859726
451,4136,4,4,1,1910,Suburban,Poor,Yes,857605,2,3,1,488564.6612128974
452,3722,1,3,2,2018,Downtown,Excellent,Yes,718582,0,0,1,546952.7058164936
453,1667,3,2,1,1957,Suburban,Poor,Yes,231136,2,3,1,514537.28665332287
454,3116,4,3,2,1945,Urban,Poor,Yes,218082,3,3,1,523896.4330037572
455,1562,2,4,1,1928,Rural,Fair,Yes,303301,1,1,1,499046.95462433033
456,2656,1,3,1,1934,Urban,Poor,No,592383,3,3,0,494933.98113177205
457,3482,5,4,1,2011,Suburban,Poor,Yes,173554,2,3,1,500323.10942811373
458,3794,3,1,2,2017,Urban,Excellent,Yes,444655,3,0,1,559203.0164551984
459,1656,1,3,2,1914,Rural,Poor,Yes,962046,1,3,1,525727.0780154609
460,1232,5,3,3,1959,Suburban,Excellent,Yes,809277,2,0,1,560283.0884960282
461,4830,5,1,2,1994,Urban,Fair,Yes,528766,3,1,1,553904.1217982597
462,1453,4,3,1,1941,Suburban,Excellent,Yes,972879,2,0,1,510746.59410363145
463,3039,4,1,1,2004,Suburban,Good,Yes,663311,2,2,1,531943.4684907424
464,3824,4,2,2,1942,Downtown,Good,Yes,681469,0,2,1,543532.4847110078
465,3801,1,4,2,1979,Downtown,Excellent,No,272310,0,0,0,528742.1162947553
466,2042,1,1,2,1973,Suburban,Good,No,857032,2,2,0,548226.7603634014
467,1691,3,3,3,1948,Urban,Fair,No,838898,3,1,0,549590.6215861645
468,3493,4,1,1,1963,Urban,Good,Yes,830637,3,2,1,524572.234865559
469,3181,5,3,3,1931,Urban,Excellent,Yes,549344,3,0,1,553801.336679477
470,1717,2,2,3,1963,Rural,Fair,Yes,750457,1,1,1,570084.173346666
471,2040,3,1,1,2014,Suburban,Good,No,946366,2,2,0,529464.4366986875
472,3736,1,2,1,1901,Suburban,Fair,Yes,627564,2,1,1,512322.0755191564
473,2886,3,4,2,1923,Rural,Excellent,Yes,493333,1,0,1,524329.6011192698
474,4219,3,3,2,1986,Suburban,Good,Yes,490187,2,2,1,533112.5525437164
475,1888,3,3,3,1965,Suburban,Fair,No,319072,2,1,0,554008.8430635734
476,2356,3,2,2,1937,Rural,Fair,No,891741,1,1,0,539540.9830339978
477,1865,2,4,2,1930,Downtown,Good,Yes,255719,0,2,1,522805.05124950776
478,999,4,1,1,2014,Suburban,Fair,No,746248,2,1,0,532573.2113903267
479,2180,5,1,1,2003,Rural,Fair,Yes,800385,1,1,1,537449.1111020147
480,1010,3,3,2,1925,Urban,Excellent,Yes,749192,3,0,1,530048.6702338924
481,4812,3,2,1,1928,Downtown,Excellent,No,166196,0,0,0,519093.104038843
482,1824,3,2,2,1966,Urban,Excellent,No,59404,3,0,0,540428.4722470125
483,1655,4,1,1,2021,Suburban,Excellent,No,476855,2,0,0,535685.4088566009
484,2327,1,4,1,1977,Downtown,Excellent,No,783478,0,0,0,505437.497779679
485,3641,1,4,1,1924,Rural,Excellent,Yes,503814,1,0,1,500240.7583928909
486,3986,2,1,1,1947,Suburban,Good,Yes,687475,2,2,1,524894.8727905074
487,2310,1,1,2,1964,Rural,Excellent,No,946881,1,0,0,554841.6020638904
488,3423,3,2,3,1952,Downtown,Fair,No,601972,0,1,0,567045.4773983798
489,2714,3,4,1,1966,Urban,Good,Yes,642879,3,2,1,495281.575310338
490,4686,3,1,2,2017,Suburban,Fair,Yes,431965,2,1,1,558863.6566995222
491,1213,2,1,2,1989,Suburban,Excellent,Yes,783082,2,0,1,559488.3423006366
492,4102,3,3,1,1917,Rural,Excellent,Yes,314826,1,0,1,509472.4333100442
493,4634,1,1,3,1908,Downtown,Fair,No,161186,0,1,0,571291.1764876733
494,4022,4,1,1,1937,Rural,Fair,No,817469,1,1,0,525319.3021363813
495,4768,4,4,2,1986,Downtown,Fair,No,596120,0,1,0,526980.9913718085
496,1743,5,2,3,1920,Suburban,Poor,Yes,591285,2,3,1,557898.3893303016
497,4209,1,4,2,2020,Downtown,Poor,Yes,346784,0,3,1,529331.1078953786
498,1581,3,2,1,1964,Suburban,Poor,No,520098,2,3,0,511502.2456940141
499,955,4,3,3,1920,Downtown,Poor,No,90491,0,3,0,549439.2282409323
500,1394,1,1,2,1926,Urban,Good,No,113043,3,2,0,540603.3336580084
501,1884,4,3,2,2005,Downtown,Excellent,Yes,948607,0,0,1,546593.2085182981
502,2458,3,2,2,2022,Urban,Fair,No,178568,3,1,0,543915.4248074087
503,3572,4,4,1,1969,Downtown,Excellent,Yes,426394,0,0,1,508312.6673357917
504,2496,5,4,3,2018,Downtown,Fair,No,647013,0,1,0,555236.4987834861
505,4785,5,3,1,1943,Rural,Excellent,No,178131,1,0,0,508547.0349516571
506,1004,4,2,1,1999,Rural,Good,No,95520,1,2,0,520953.74852690886
507,1714,1,3,1,1927,Suburban,Poor,Yes,375063,2,3,1,500943.52650757146
508,2031,1,3,3,1944,Rural,Excellent,Yes,684157,1,0,1,560335.3008839524
509,3940,1,1,1,1916,Downtown,Fair,Yes,638730,0,1,1,529023.5256131939
510,1323,4,3,1,2022,Rural,Excellent,Yes,835313,1,0,1,522498.0175245253
511,1428,1,1,1,1939,Downtown,Good,Yes,202842,0,2,1,530003.1436300414
512,633,3,1,1,2021,Urban,Good,Yes,417390,3,2,1,532070.4740246354
513,2605,5,4,2,2015,Downtown,Excellent,No,752858,0,0,0,533786.8780715778
514,4127,3,1,1,1902,Suburban,Poor,Yes,421831,2,3,1,517329.62764631544
515,2352,1,1,2,1975,Urban,Fair,No,572485,3,1,0,548329.4111690964
516,4675,3,4,1,2002,Suburban,Good,Yes,697735,2,2,1,501161.60446485475
517,3433,1,3,3,1975,Suburban,Good,No,635765,2,2,0,551699.8296827554
518,3784,4,2,2,1965,Suburban,Excellent,No,574532,2,0,0,542274.7532351563
519,4798,3,2,2,2019,Rural,Good,Yes,915885,1,2,1,549117.5729105655
520,3311,4,2,2,1945,Suburban,Good,No,500953,2,2,0,535052.2135513009
521,1750,4,3,2,1985,Urban,Fair,Yes,227561,3,1,1,534078.0780408342
522,4012,2,1,3,1986,Downtown,Poor,Yes,964394,0,3,1,579151.5695246083
523,1756,1,2,1,1929,Suburban,Fair,Yes,907735,2,1,1,516236.3104615622
524,3876,5,3,2,1968,Urban,Poor,Yes,340534,3,3,1,526327.2834363844
525,3986,1,1,3,1908,Suburban,Fair,No,584535,2,1,0,566381.350199075
526,4084,5,4,2,1984,Downtown,Excellent,Yes,250123,0,0,1,533583.7465843206
527,1896,1,2,1,1910,Urban,Good,No,765079,3,2,0,505030.94139326405
528,4137,4,1,2,1968,Urban,Poor,No,477894,3,3,0,542101.2875476205
529,3830,3,2,3,1998,Downtown,Excellent,No,531018,0,0,0,574645.458369363
530,3203,3,2,1,1990,Urban,Good,Yes,257358,3,2,1,517659.91773763165
531,970,2,2,3,2012,Downtown,Good,No,866015,0,2,0,572036.5534234737
532,1853,5,1,1,1965,Urban,Good,Yes,566456,3,2,1,525560.4653727901
533,3283,5,3,1,1987,Urban,Fair,No,189148,3,1,0,506344.6069040937
534,3331,5,1,1,1930,Downtown,Excellent,Yes,985510,0,0,1,533941.0897158971
535,857,4,2,2,1932,Downtown,Excellent,Yes,196123,0,0,1,548698.5309365392
536,3519,5,1,3,1938,Urban,Good,Yes,447530,3,2,1,569171.2436563128
537,1167,3,4,3,1993,Urban,Poor,Yes,602958,3,3,1,543632.5231774234
538,4968,4,3,3,1945,Downtown,Excellent,No,543973,0,0,0,558440.3711323343
539,1645,1,1,1,1936,Rural,Fair,No,961352,1,1,0,525722.0314986969
540,4685,5,4,2,2014,Downtown,Poor,Yes,60236,0,3,1,529003.355624942
541,4219,5,3,1,1991,Urban,Poor,No,85568,3,3,0,501283.39444144873
542,3245,1,4,3,1959,Urban,Poor,Yes,681615,3,3,1,538739.4760514088
543,1039,5,3,2,1930,Urban,Poor,Yes,305745,3,3,1,523138.1077500058
544,3279,1,1,2,1910,Downtown,Excellent,No,422332,0,0,0,550967.2785157704
545,4636,4,4,2,1986,Urban,Good,Yes,535119,3,2,1,520573.86153239413
546,4275,3,2,3,2020,Rural,Poor,Yes,328496,1,3,1,570501.0638723908
547,3008,1,4,2,1901,Suburban,Fair,Yes,700009,2,1,1,516384.26887473394
548,3279,2,3,2,2003,Rural,Fair,Yes,309291,1,1,1,540410.9993495726
549,1424,1,1,1,2004,Downtown,Good,Yes,488866,0,2,1,537324.8301323147
550,3456,5,3,1,1926,Urban,Excellent,No,453562,3,0,0,501984.4252914362
551,2081,4,4,2,1998,Downtown,Good,No,730516,0,2,0,526789.069687647
552,3824,4,4,2,1901,Suburban,Poor,No,105904,2,3,0,507460.4527357727
553,4985,1,2,1,2002,Downtown,Excellent,Yes,981539,0,0,1,530951.2984852336
554,755,3,1,1,2000,Urban,Excellent,Yes,958573,3,0,1,534810.5826849323
555,2338,2,1,1,1920,Suburban,Poor,Yes,328252,2,3,1,519911.5602754304
556,2444,4,4,3,1957,Suburban,Fair,Yes,572247,2,1,1,546951.637317371
557,509,5,1,3,1904,Urban,Poor,Yes,839285,3,3,1,563923.0417787555
558,3371,5,2,1,1951,Urban,Good,Yes,396300,3,2,1,513468.70700970764
559,1297,3,3,2,1944,Urban,Poor,No,316320,3,3,0,520493.7434415837
560,1515,4,1,1,1984,Downtown,Fair,Yes,674747,0,1,1,538011.6522300557
561,2324,1,4,3,1992,Rural,Poor,No,469136,1,3,0,544112.2573652058
562,4969,5,3,2,1919,Downtown,Good,Yes,235922,0,2,1,530703.2377055528
563,3636,3,3,3,1960,Downtown,Good,No,187901,0,2,0,555356.8534945006
564,2693,4,2,2,1937,Rural,Fair,Yes,173225,1,1,1,543400.606886843
565,723,4,4,3,1919,Urban,Good,No,543406,3,2,0,534321.7389398663
566,4658,4,1,2,2013,Urban,Good,No,810135,3,2,0,549544.8391477237
567,4425,4,4,2,1924,Rural,Poor,Yes,271738,1,3,1,516255.53346586315
568,4500,4,3,2,1901,Rural,Excellent,Yes,954890,1,0,1,531296.1761448431
569,2133,5,4,2,2020,Downtown,Good,No,685181,0,2,0,529379.3960938776
570,2652,3,1,3,1931,Suburban,Good,Yes,910359,2,2,1,571030.1064849433
571,1010,4,1,3,1925,Rural,Fair,Yes,528076,1,1,1,576273.5778270789
572,884,2,2,2,1969,Downtown,Fair,Yes,954610,0,1,1,550013.5821784877
573,904,2,1,2,1940,Suburban,Poor,No,292726,2,3,0,542504.4638064359
574,2500,3,1,3,2020,Urban,Poor,Yes,352811,3,3,1,575956.0820052894
575,3256,1,4,2,1966,Urban,Good,No,771202,3,2,0,514597.27917935274
576,2168,1,4,2,1996,Downtown,Excellent,No,479059,0,0,0,531284.2001130132
577,1960,1,3,2,1900,Downtown,Excellent,Yes,756168,0,0,1,534340.9791171068
578,4136,2,2,1,1950,Rural,Poor,No,473759,1,3,0,511390.38713680534
579,3224,1,4,2,1904,Urban,Fair,Yes,515996,3,1,1,514059.67971432226
580,4678,5,1,1,1912,Downtown,Good,Yes,56611,0,2,1,526244.3356040913
581,2548,4,3,2,1918,Urban,Good,No,400386,3,2,0,519793.61287415714
582,4646,2,4,3,1911,Urban,Excellent,No,921044,3,0,0,536799.6600487072
583,1216,3,2,1,1947,Rural,Poor,No,883334,1,3,0,512307.44997126004
584,2323,3,2,1,1924,Suburban,Excellent,No,821812,2,0,0,514440.327391151
585,2581,4,3,2,1956,Rural,Excellent,No,345187,1,0,0,534371.2297218626
586,3919,2,3,2,2014,Downtown,Poor,Yes,186343,0,3,1,538831.2979007217
587,2074,1,3,1,1934,Rural,Fair,No,909299,1,1,0,505468.478649009
588,749,1,3,3,1975,Rural,Good,Yes,389233,1,2,1,559167.1721938773
589,1173,5,3,3,1993,Urban,Fair,Yes,895177,3,1,1,558979.3504584592
590,2665,5,1,2,1904,Rural,Poor,No,540092,1,3,0,540751.047686843
591,1270,1,1,3,1997,Downtown,Poor,No,240191,0,3,0,577455.0130963328
592,4462,3,4,3,1921,Suburban,Good,No,716933,2,2,0,535556.7365987238
593,4863,3,2,2,2002,Rural,Fair,No,726769,1,1,0,545897.6594146197
594,2484,5,1,3,1976,Rural,Good,No,922402,1,2,0,575150.925064066
595,1577,4,1,2,1956,Suburban,Excellent,Yes,336608,2,0,1,555897.512295382
596,735,1,1,1,1946,Downtown,Excellent,Yes,299220,0,0,1,536209.762504857
597,888,5,4,2,1953,Downtown,Excellent,Yes,486056,0,0,1,531320.8630558674
598,3537,5,3,1,1902,Rural,Fair,No,692811,1,1,0,501833.34967735433
599,2348,1,4,1,2023,Urban,Excellent,No,594950,3,0,0,502871.5487825086
600,3314,1,2,3,1952,Rural,Good,Yes,854660,1,2,1,565522.9260990092
601,3874,3,2,3,1983,Suburban,Fair,No,635009,2,1,0,565204.4391484311
602,3778,4,2,3,1930,Suburban,Good,No,712746,2,2,0,556829.3347559486
603,1752,4,2,2,1968,Suburban,Poor,No,843294,2,3,0,535665.5812113447
604,4481,1,1,3,1987,Rural,Fair,Yes,614396,1,1,1,581523.7582377743
605,2622,2,1,1,2003,Rural,Good,No,141788,1,2,0,530448.68087316
606,2650,5,4,3,2017,Downtown,Good,Yes,518239,0,2,1,556345.1294630076
607,1829,5,3,3,1932,Urban,Fair,No,294437,3,1,0,548001.1469080632
608,1858,1,2,2,1971,Rural,Poor,No,811299,1,3,0,538143.9625204282
609,2982,2,4,2,1987,Downtown,Fair,Yes,916572,0,1,1,531370.9644284358
610,2517,3,1,1,1949,Rural,Excellent,No,732561,1,0,0,529692.3668442395
611,1831,1,1,2,1983,Downtown,Excellent,No,905010,0,0,0,559744.8545389333
612,4844,1,3,3,2023,Downtown,Poor,No,99966,0,3,0,559146.0906994195
613,4761,5,3,2,1915,Urban,Good,Yes,235846,3,2,1,522594.4123632223
614,1858,1,3,1,2013,Rural,Good,No,322530,1,2,0,511872.3039775689
615,3677,1,4,3,2015,Downtown,Good,No,651516,0,2,0,551337.9020925461
616,2628,1,1,1,1975,Suburban,Fair,No,196297,2,1,0,527156.9107204011
617,2680,5,1,2,1976,Suburban,Fair,No,459909,2,1,0,551426.291577924
618,637,3,3,2,2008,Suburban,Poor,No,384341,2,3,0,530534.3522171117
619,3972,3,2,1,2005,Urban,Excellent,Yes,93021,3,0,1,524205.61234858213
620,3332,1,3,3,1938,Downtown,Good,Yes,431059,0,2,1,556587.067921999
621,4079,5,4,2,1988,Urban,Excellent,No,199333,3,0,0,522441.4314858887
622,3531,3,3,2,1945,Rural,Fair,No,470594,1,1,0,530058.6330312382
623,4664,3,3,3,1995,Rural,Fair,Yes,953606,1,1,1,562756.3666293013
624,3093,3,4,2,1987,Downtown,Fair,No,826934,0,1,0,527604.6117377386
625,4800,5,3,1,2011,Suburban,Excellent,No,136755,2,0,0,513619.8419685348
626,4318,5,1,2,1946,Downtown,Poor,No,979441,0,3,0,547425.1513518875
627,4638,1,2,2,1943,Downtown,Poor,No,116330,0,3,0,536501.7077004554
628,4323,4,3,3,1908,Downtown,Fair,No,752726,0,1,0,551945.4157992058
629,4542,3,4,1,2003,Urban,Good,No,908754,3,2,0,494889.4895559246
630,2406,4,2,3,2013,Rural,Excellent,No,938750,1,0,0,574435.276523873
631,1260,5,4,2,1986,Downtown,Fair,No,619601,0,1,0,528461.883334405
632,3945,5,2,2,1949,Downtown,Excellent,Yes,284729,0,0,1,549558.9944549205
633,1399,5,2,3,1976,Downtown,Excellent,Yes,807071,0,0,1,577223.9935352362
634,4955,4,3,3,1959,Urban,Poor,No,339176,3,3,0,544555.7737682824
635,3447,5,1,3,2022,Urban,Fair,No,535179,3,1,0,577378.3668087891
636,2219,1,3,1,1995,Urban,Poor,No,198430,3,3,0,501971.60447077604
637,780,5,4,2,2013,Downtown,Fair,No,898142,0,1,0,531687.0309893204
638,3766,2,4,3,1914,Suburban,Excellent,Yes,407470,2,0,1,543911.554821786
639,2387,4,2,2,1935,Suburban,Poor,Yes,398301,2,3,1,535561.5745945979
640,3766,2,2,1,2012,Suburban,Excellent,Yes,492037,2,0,1,527519.8134769619
641,1166,5,1,1,1962,Rural,Fair,Yes,78365,1,1,1,533221.4796446268
642,4688,1,3,1,1968,Downtown,Good,No,325333,0,2,0,508296.33293096477
643,1171,3,4,1,1985,Suburban,Poor,No,519965,2,3,0,494161.33816870744
644,2469,5,2,2,1979,Suburban,Poor,No,581536,2,3,0,536761.5449368025
645,4656,1,1,1,1940,Suburban,Excellent,Yes,54369,2,0,1,528868.3037095711
646,3622,4,4,1,1973,Downtown,Excellent,No,506979,0,0,0,504887.50675649976
647,4400,2,2,3,1923,Suburban,Good,No,975554,2,2,0,555536.5248422895
648,1023,2,4,1,1981,Suburban,Poor,Yes,865037,2,3,1,497491.4397199608
649,2893,2,1,3,1948,Downtown,Fair,Yes,886048,0,1,1,580454.1101331253
650,3617,4,1,1,1917,Rural,Fair,Yes,497695,1,1,1,527079.0109636256
651,3093,1,4,1,1906,Urban,Poor,Yes,415863,3,3,1,485537.43331664405
652,2468,4,3,3,1903,Suburban,Poor,Yes,221955,2,3,1,545640.8164813209
653,2253,2,4,1,1989,Urban,Poor,No,607343,3,3,0,491483.82986044
654,2796,5,2,2,1968,Rural,Good,No,774091,1,2,0,540552.4937289922
